ID; Bundesland; Stationsname; geoBreite; geoLaenge; Höhenlage[m]
3;Nordrhein-Westfalen;Aachen ;50,7827;6,0941;202
216;Nordrhein-Westfalen;Attendorn-Neulisternohl ;51,1143;7,8807;298
326;Nordrhein-Westfalen;Beckum-Unterberg ;51,7204;8,0577;120
389;Nordrhein-Westfalen;Berleburg, Bad-Arfeld ;51,0148;8,4318;436
390;Nordrhein-Westfalen;Berleburg, Bad-Stünzel ;50,9837;8,3683;610
554;Nordrhein-Westfalen;Bocholt-Liedern (Wasserwerk) ;51,8293;6,5365;23
555;Nordrhein-Westfalen;Bochum ;51,4789;7,2697;101
603;Nordrhein-Westfalen;Bonn-Roleber ;50,7349;7,1931;159
613;Nordrhein-Westfalen;Borgentreich ;51,5677;9,2324;206
617;Nordrhein-Westfalen;Borken in Westfalen ;51,873;6,8863;47
644;Nordrhein-Westfalen;Brakel ;51,7049;9,1738;150
796;Nordrhein-Westfalen;Burbach-Würgendorf ;50,7556;8,1257;413
871;Nordrhein-Westfalen;Coesfeld ;51,9618;7,1585;87
902;Nordrhein-Westfalen;Dahlem-Schmidtheim ;50,4115;6,5615;573
934;Nordrhein-Westfalen;Delbrück ;51,7835;8,5658;88
989;Nordrhein-Westfalen;Dinslaken ;51,5765;6,7849;53
1024;Nordrhein-Westfalen;Dormagen-Zons ;51,1157;6,851;37
1046;Nordrhein-Westfalen;Drensteinfurt ;51,7585;7,7528;72
1078;Nordrhein-Westfalen;Düsseldorf ;51,296;6,7686;37
1241;Nordrhein-Westfalen;Enger ;52,15;8,5226;128
1246;Nordrhein-Westfalen;Ennigerloh-Ostenfelde ;51,8418;8,0607;104
1300;Nordrhein-Westfalen;Eslohe ;51,254;8,1565;351
1303;Nordrhein-Westfalen;Essen-Bredeney ;51,4041;6,9677;150
1327;Nordrhein-Westfalen;Weilerswist-Lommersum ;50,7119;6,7905;147
1590;Nordrhein-Westfalen;Geldern-Walbeck ;51,4942;6,2463;37
1595;Nordrhein-Westfalen;Gelsenkirchen-Buer ;51,5762;7,0652;91
1766;Nordrhein-Westfalen;Münster/Osnabrück ;52,1344;7,6969;48
2027;Nordrhein-Westfalen;Harsewinkel ;51,9753;8,2094;63
2110;Nordrhein-Westfalen;Heinsberg-Schleiden ;51,0411;6,1042;57
2254;Nordrhein-Westfalen;Hörstel-Riesenbeck ;52,2396;7,6449;46
2473;Nordrhein-Westfalen;Jülich (Kläranlage) ;50,9316;6,3431;76
2483;Nordrhein-Westfalen;Kahler Asten ;51,1803;8,4891;839
2497;Nordrhein-Westfalen;Kall-Sistig ;50,5014;6,5264;505
2629;Nordrhein-Westfalen;Kleve ;51,7612;6,0954;46
2667;Nordrhein-Westfalen;Köln-Bonn ;50,8646;7,1575;92
2810;Nordrhein-Westfalen;Lage, Kreis Lippe-Hörste ;51,9446;8,7749;150
2947;Nordrhein-Westfalen;Lennestadt-Theten ;51,1333;8,0348;286
2968;Nordrhein-Westfalen;Köln-Stammheim ;50,9894;6,9777;43
2999;Nordrhein-Westfalen;Lienen-Kattenvenne ;52,1211;7,8699;55
3028;Nordrhein-Westfalen;Lippspringe, Bad ;51,7855;8,8388;157
3031;Nordrhein-Westfalen;Lippstadt-Bökenförde ;51,6336;8,3945;92
3081;Nordrhein-Westfalen;Espelkamp-Isenstedt ;52,3452;8,6477;65
3098;Nordrhein-Westfalen;Lüdenscheid ;51,2452;7,6425;387
3215;Nordrhein-Westfalen;Medebach-Berge ;51,1683;8,7125;375
3228;Nordrhein-Westfalen;Meinerzhagen (A) ;51,0976;7,667;506
3321;Nordrhein-Westfalen;Mönchengladbach-Hilderath ;51,1313;6,3609;77
3339;Nordrhein-Westfalen;Monschau-Kalterherberg ;50,5202;6,2083;535
3499;Nordrhein-Westfalen;Neuenrade-Blintrop ;51,2915;7,853;292
3540;Nordrhein-Westfalen;Neunkirchen-Seelscheid-Krawinkel ;50,8446;7,372;195
3591;Nordrhein-Westfalen;Nideggen-Schmidt ;50,6743;6,424;350
3795;Nordrhein-Westfalen;Olfen ;51,7066;7,3564;49
3913;Nordrhein-Westfalen;Petershagen ;52,3817;9,0176;43
4063;Nordrhein-Westfalen;Rahden-Kleinendorf ;52,4461;8,5906;41
4127;Nordrhein-Westfalen;Reichshof-Eckenhagen ;50,9906;7,6958;350
4150;Nordrhein-Westfalen;Reken-Groß Reken ;51,8118;7,0907;59
4154;Nordrhein-Westfalen;Remscheid-Lennep ;51,18;7,2505;345
4313;Nordrhein-Westfalen;Rüthen ;51,4966;8,4342;370
4368;Nordrhein-Westfalen;Salzkotten ;51,7098;8,5796;93
4371;Nordrhein-Westfalen;Salzuflen, Bad ;52,1042;8,7521;135
4400;Nordrhein-Westfalen;Sassendorf, Bad-Beusingsen ;51,5439;8,1808;171
4488;Nordrhein-Westfalen;Schmallenberg-Sellinghausen ;51,2127;8,2672;443
4692;Nordrhein-Westfalen;Siegen (Kläranlage) ;50,8534;7,9966;229
4741;Nordrhein-Westfalen;Solingen-Hohenscheid ;51,1402;7,093;154
4849;Nordrhein-Westfalen;Steinfurt-Burgsteinfurt ;52,1173;7,3411;64
5064;Nordrhein-Westfalen;Tönisvorst ;51,2897;6,4437;37
5347;Nordrhein-Westfalen;Warburg ;51,504;9,1118;236
5360;Nordrhein-Westfalen;Warstein-Hirschberg ;51,4319;8,2665;331
5468;Nordrhein-Westfalen;Wenden-Dörnscheid ;50,9377;7,8475;418
5480;Nordrhein-Westfalen;Werl ;51,5763;7,8879;85
5513;Nordrhein-Westfalen;Westerkappeln ;52,2902;7,8687;92
5619;Nordrhein-Westfalen;Wipperfürth-Gardeweg ;51,1636;7,4234;360
5699;Nordrhein-Westfalen;Wünnenberg-Eilern ;51,5427;8,7784;312
5717;Nordrhein-Westfalen;Wuppertal-Buchenhofen ;51,2256;7,1052;134
5719;Nordrhein-Westfalen;Remscheid ;51,2051;7,2;235
5733;Nordrhein-Westfalen;Xanten ;51,697;6,3974;20
6197;Nordrhein-Westfalen;Lügde-Paenbruch ;51,8664;9,2709;258
6264;Nordrhein-Westfalen;Brilon-Thülen ;51,414;8,65;457
6276;Nordrhein-Westfalen;Fröndenberg-Hohenheide ;51,4895;7,7813;235
6313;Nordrhein-Westfalen;Breckerfeld-Wengeberg ;51,2488;7,4672;440
6337;Nordrhein-Westfalen;Lüdinghausen-Brochtrup ;51,7663;7,5193;59
7106;Nordrhein-Westfalen;Bielefeld-Deppendorf ;52,0714;8,4565;105
7330;Nordrhein-Westfalen;Arnsberg-Neheim ;51,4634;7,978;159
7344;Nordrhein-Westfalen;Nettetal-Hülst ;51,2992;6,2013;45
7374;Nordrhein-Westfalen;Ahaus ;52,0814;6,941;46
7378;Nordrhein-Westfalen;Bedburg-Weiler Hohenholz ;51,0149;6,5173;101
13669;Nordrhein-Westfalen;Ostbevern-Schirlheide ;52,0087;7,852;55
13670;Nordrhein-Westfalen;Duisburg-Baerl ;51,5088;6,7018;24
13671;Nordrhein-Westfalen;Overath-Böke ;50,9655;7,2753;221
13696;Nordrhein-Westfalen;Waltrop-Abdinghof ;51,5966;7,4049;60
13700;Nordrhein-Westfalen;Gevelsberg-Oberbröking ;51,3329;7,3411;205
13713;Nordrhein-Westfalen;Meinerzhagen-Redlendorf ;51,0899;7,629;380
15000;Nordrhein-Westfalen;Aachen-Orsbach ;50,7983;6,0244;231
29;Bayern;Adelsdorf (Kläranlage) ;49,7175;10,9101;260
46;Bayern;Aholfing ;48,945;12,4639;325
73;Bayern;Aldersbach-Kriestorf ;48,6159;13,0506;340
103;Bayern;Hagelstadt ;48,896;12,217;364
118;Bayern;Altendorf ;49,4053;12,2852;391
130;Bayern;Altertheim-Oberaltertheim ;49,7283;9,7692;300
142;Bayern;Altomünster-Maisbrunn ;48,406;11,3117;510
146;Bayern;Altusried-Muthmannshofen ;47,7922;10,0988;730
151;Bayern;Amberg-Unterammersricht ;49,4691;11,8546;383
154;Bayern;Amerang-Pfaffing ;48,0197;12,2924;515
191;Bayern;Arnstein-Müdesheim ;49,9695;9,9113;220
205;Bayern;Aschau-Stein ;47,7274;12,2982;680
217;Bayern;Attenkam ;47,8774;11,3642;672
227;Bayern;Aufseß-Hochstahl ;49,8823;11,2656;432
232;Bayern;Augsburg ;48,4254;10,942;461
240;Bayern;Aura im Sinngrund ;50,1805;9,5743;287
275;Bayern;Balderschwang ;47,465;10,1043;1037
282;Bayern;Bamberg ;49,8742;10,9206;240
320;Bayern;Heinersreuth-Vollhof ;49,9667;11,5197;350
323;Bayern;Bechhofen/Mittelfranken -Voggendorf ;49,1626;10,5918;425
359;Bayern;Beratzhausen ;49,1023;11,7958;463
360;Bayern;Berching ;49,1115;11,4328;403
443;Bayern;Bernbeuren-Prachtsried ;47,7388;10,7448;936
522;Bayern;Bissingen (Kläranlage) ;48,7092;10,6283;425
589;Bayern;Bogen-Pfelling ;48,8848;12,7451;345
653;Bayern;Brannenburg-Degerndorf ;47,7241;12,1091;481
677;Bayern;Breitenbrunn-Fürbuch ;48,1266;10,3649;610
789;Bayern;Bütthard ;49,6064;9,8835;263
801;Bayern;Burgbernheim ;49,4472;10,326;350
807;Bayern;Schlüsselfeld (Kläranlage) ;49,745;10,6434;290
808;Bayern;Mehring, Kr. Altötting-Niederholz ;48,1869;12,8098;411
812;Bayern;Burgkunstadt ;50,1427;11,2322;276
814;Bayern;Pfarrweisach-Lohr (Pegel) ;50,1451;10,7066;270
856;Bayern;Chieming ;47,8843;12,5404;551
857;Bayern;Chiemsee-Herrenchiemsee ;47,8677;12,3949;536
867;Bayern;Lautertal-Oberlauter ;50,3067;10,968;345
885;Bayern;Creußen-Bühl ;49,8449;11,616;450
922;Bayern;Dasing (Kläranlage) ;48,395;11,0594;460
933;Bayern;Deisenhofen, Kreis München ;48,0368;11,5777;585
970;Bayern;Dietenhofen ;49,4158;10,6734;405
983;Bayern;Dillingen/Donau-Fristingen ;48,5562;10,5599;419
985;Bayern;Dinkelsbühl-Oberwinstetten ;49,0504;10,2892;491
1023;Bayern;Dorfen (Kläranlage) ;48,2746;12,1616;430
1094;Bayern;Eberfing ;47,7958;11,1991;611
1103;Bayern;Ebersberg-Halbing ;48,1002;11,9872;592
1107;Bayern;Ebrach ;49,852;10,499;346
1119;Bayern;Edelsfeld ;49,5767;11,6975;535
1132;Bayern;Eggenfelden ;48,3956;12,7287;410
1139;Bayern;Eging am See-Burgstall ;48,6846;13,2512;400
1158;Bayern;Eichendorf ;48,636;12,8531;350
1161;Bayern;Eichstätt-Landershofen ;48,8777;11,2349;384
1237;Bayern;Tacherting-Spreit ;48,0891;12,5071;508
1262;Bayern;München-Flughafen ;48,3477;11,8133;446
1279;Bayern;Möhrendorf-Kleinseebach ;49,6497;11,0074;268
1332;Bayern;Falkenberg,Kr.Rottal-Inn ;48,4832;12,7241;472
1343;Bayern;Feilnbach, Bad ;47,7688;12,0186;530
1357;Bayern;Fichtelberg/Oberfranken-Hüttstadl ;49,9807;11,8376;654
1366;Bayern;Finsing (Kraftwerk) ;48,2213;11,7989;498
1392;Bayern;Flossenbürg ;49,7317;12,3491;622
1458;Bayern;Freihung-Großschönbrunn ;49,5747;11,886;493
1473;Bayern;Freystadt-Oberndorf ;49,178;11,3735;436
1511;Bayern;Marklkofen (Betriebsstelle Vilstalsee) ;48,5587;12,5719;400
1542;Bayern;Gangkofen (Kläranlage) ;48,4327;12,5714;434
1550;Bayern;Garmisch-Partenkirchen ;47,4831;11,0623;719
1578;Bayern;Geisenfeld-Eichelberg ;48,6516;11,5845;395
1587;Bayern;Gelbelsee ;48,9481;11,4289;536
1607;Bayern;Georgensgmünd ;49,194;11,0265;346
1642;Bayern;Gilching ;48,1085;11,2781;550
1689;Bayern;Gößweinstein ;49,7656;11,3061;443
1721;Bayern;Gräfenberg-Kasberg ;49,664;11,2239;506
1735;Bayern;Grainet-Rehberg ;48,7893;13,6291;628
1832;Bayern;Großer Arber ;49,1129;13,1338;1436
1844;Bayern;Feldkirchen-Westerham-Lenzmühle ;47,9411;11,9004;517
1846;Bayern;Pilsting-Bäckermühle ;48,6773;12,6204;344
1851;Bayern;Großostheim ;49,9229;9,0904;110
1886;Bayern;Günzburg ;48,4878;10,2607;444
1900;Bayern;Vilsheim-Münchsdorf ;48,4522;12,1549;450
1938;Bayern;Haimhausen-Ottershausen ;48,3028;11,5318;464
1950;Bayern;Halblech-Trauchgau ;47,6463;10,8073;780
1997;Bayern;Hammelburg ;50,1219;9,9079;220
2023;Bayern;Harburg ;48,7918;10,7062;502
2051;Bayern;Hasloch/Main (Schirrhof) ;49,7845;9,4722;130
2064;Bayern;Haundorf-Obererlbach ;49,184;10,8243;449
2109;Bayern;Heinrichsthal ;50,0664;9,3458;450
2119;Bayern;Helmbrechts ;50,238;11,7033;650
2222;Bayern;Hindelang-Unterjoch (LfW) ;47,5561;10,4274;1015
2261;Bayern;Hof ;50,3122;11,8761;565
2274;Bayern;Hohenberg/Eger ;50,092;12,2132;517
2290;Bayern;Hohenpeißenberg ;47,8009;11,0108;977
2294;Bayern;Hohenthann ;48,6573;12,0888;470
2319;Bayern;Holzkirchen ;47,8823;11,6962;685
2376;Bayern;Büchlberg-Tannöd ;48,6549;13,5078;460
2387;Bayern;Buchloe ;48,0374;10,7409;626
2405;Bayern;Immenstadt-Reute ;47,6078;10,202;960
2409;Bayern;Ingolstadt (Flussmeisterstelle) ;48,7662;11,4539;360
2412;Bayern;Inzell ;47,7614;12,7532;690
2415;Bayern;Irschenberg-Kasthub ;47,8177;11,8678;715
2416;Bayern;Isen-Westach ;48,2022;12,0382;550
2431;Bayern;Itzgrund-Herreth ;50,1338;10,9318;367
2453;Bayern;Jettenbach ;48,178;12,3798;403
2480;Bayern;Kahl/Main ;50,0643;8,993;107
2538;Bayern;Kastl, Kreis Amberg-Sulzbach ;49,3658;11,6925;424
2542;Bayern;Kaufbeuren ;47,8652;10,6007;716
2550;Bayern;Kelheim (Kanalschleuse) ;48,9244;11,85;350
2556;Bayern;Kemnath ;49,8672;11,881;460
2559;Bayern;Kempten ;47,7233;10,3348;705
2597;Bayern;Kissingen, Bad ;50,2241;10,0792;282
2600;Bayern;Kitzingen ;49,7363;10,1781;188
2660;Bayern;Kochel-Einsiedl (Kraftwerk) ;47,5699;11,3006;805
2680;Bayern;Königshofen, Bad ;50,284;10,4456;288
2700;Bayern;Kösching ;48,8302;11,4872;416
2708;Bayern;Kohlgrub, Bad (Rosshof) ;47,6652;11,0804;740
2709;Bayern;Kolitzheim ;49,9164;10,2363;230
2740;Bayern;Kreuth-Glashütte ;47,6105;11,6462;897
2750;Bayern;Kronach ;50,2523;11,3209;312
2759;Bayern;Krün ;47,5037;11,2808;873
2792;Bayern;Diedorf/Schwaben-Biburg ;48,3737;10,7604;498
2860;Bayern;Langenzenn ;49,5075;10,7884;370
2884;Bayern;Lauf/Pegnitz (Kläranlage) ;49,5042;11,2736;310
2885;Bayern;Laufen/Obb.-Lebenau (Haftanstalt) ;47,9522;12,8978;430
3012;Bayern;Lindberg-Buchenau ;49,0315;13,3272;740
3080;Bayern;Ludwigsstadt-Lauenstein ;50,5131;11,3665;520
3121;Bayern;Mähring ;49,9114;12,5276;676
3147;Bayern;Mallersdorf-Pfaffenberg/Niederbayern ;48,7726;12,2177;418
3153;Bayern;Mamming-Schneiderberg ;48,6187;12,6232;447
3179;Bayern;Markt Bibart ;49,666;10,3851;317
3190;Bayern;Marktoberdorf-Sulzschneid ;47,7196;10,6433;790
3192;Bayern;Marktschellenberg ;47,7046;13,0372;501
3207;Bayern;Maßbach ;50,1797;10,272;326
3220;Bayern;Meeder-Ottowind ;50,3564;10,8828;450
3244;Bayern;Memmingen ;47,982;10,1384;615
3258;Bayern;Mering (Bauhof) ;48,2708;10,9768;510
3271;Bayern;Metten ;48,8548;12,9189;313
3293;Bayern;Mindelheim ;48,0649;10,4835;590
3307;Bayern;Mittenwald-Buckelwiesen ;47,4779;11,2653;981
3319;Bayern;Röllbach ;49,7644;9,253;239
3366;Bayern;Mühldorf ;48,2791;12,5024;406
3379;Bayern;München-Stadt ;48,1631;11,5429;515
3429;Bayern;Nabburg (Flussmeisterstelle) ;49,4497;12,1874;366
3435;Bayern;Nandlstadt ;48,5235;11,8398;475
3438;Bayern;Nassenfels ;48,8016;11,2181;401
3485;Bayern;Neuburg/Kammel-Langenhaslach ;48,3115;10,3773;486
3497;Bayern;Ludwigschorgast ;50,1228;11,5597;336
3525;Bayern;Neukirchen bei Heiligen Blut ;49,2584;12,9603;460
3535;Bayern;Neumarkt-Sankt Veit (Kläranlage) ;48,3657;12,5215;440
3536;Bayern;Neumarkt/Oberpfalz ;49,2831;11,4528;420
3560;Bayern;Neustadt, Bad ;50,3039;10,176;230
3571;Bayern;Neustadt am Kulm-Filchendorf ;49,8174;11,8638;452
3572;Bayern;Neustadt bei Coburg (Kläranlage) ;50,3198;11,1104;330
3607;Bayern;Loiching ;48,6106;12,4143;416
3617;Bayern;Nittenau-Harting ;49,1659;12,2788;430
3621;Bayern;Reimlingen ;48,8253;10,5067;435
3667;Bayern;Nürnberg-Netzstall ;49,4258;11,2538;368
3668;Bayern;Nürnberg ;49,503;11,0549;314
3677;Bayern;Oberammergau ;47,6029;11,0607;835
3679;Bayern;Kiefersfelden-Gach ;47,6187;12,1666;518
3681;Bayern;Oberaurach-Fatschenbrunn ;49,9185;10,5963;426
3700;Bayern;Oberleichtersbach-Modlos ;50,2662;9,7728;470
3714;Bayern;Oberreute ;47,5538;9,9407;903
3722;Bayern;Oberschleißheim ;48,2443;11,5528;484
3729;Bayern;Oberstaufen-Thalkirchdorf ;47,5577;10,0938;748
3730;Bayern;Oberstdorf ;47,3986;10,276;806
3739;Bayern;Oberviechtach ;49,4521;12,4366;596
3836;Bayern;Ostheim v.d. Rhön ;50,4538;10,2211;312
3849;Bayern;Ottobeuren ;47,9302;10,3099;665
3857;Bayern;Oy-Mittelberg-Petersthal ;47,6362;10,3892;885
3875;Bayern;Parsberg/Oberpfalz-Eglwang ;49,151;11,6896;549
3886;Bayern;Pegnitz (Kläranlage) ;49,7408;11,5553;420
3919;Bayern;Pfarrkirchen ;48,4252;12,9923;378
3948;Bayern;Plech ;49,649;11,4686;443
3950;Bayern;Pleinfeld-Mandlesmühle ;49,1248;10,9731;380
3960;Bayern;Pocking ;48,3952;13,314;323
3972;Bayern;Polsingen-Döckingen ;48,9343;10,7586;510
3975;Bayern;Pommelsbrunn-Mittelburg ;49,4777;11,5357;522
3999;Bayern;Pressath-Mühlberg ;49,7845;12,0329;595
4000;Bayern;Presseck ;50,2277;11,5486;640
4016;Bayern;Prosselsheim-Seligenstadt ;49,8526;10,1006;284
4065;Bayern;Rain am Lech-Wallerdorf ;48,6192;11,0059;462
4104;Bayern;Regensburg ;49,0424;12,1021;365
4109;Bayern;Rehau ;50,2214;12,0276;587
4159;Bayern;Tagmersheim-Blossenau ;48,8104;10,9359;522
4185;Bayern;Riedenburg ;48,9557;11,7278;363
4218;Bayern;Rodach (Kläranlage) ;50,3313;10,7924;300
4224;Bayern;Roding-Neubäu ;49,2412;12,4124;388
4248;Bayern;Rohr/Mittelfranken-Dechendorf ;49,3082;10,9183;402
4251;Bayern;Oberstdorf-Rohrmoos ;47,4069;10,1676;1067
4261;Bayern;Rosenheim ;47,8754;12,128;444
4280;Bayern;Roth ;49,2164;11,1036;386
4287;Bayern;Rothenburg ob der Tauber ;49,3848;10,1732;415
4303;Bayern;Ruderting ;48,6532;13,4233;395
4354;Bayern;Saldenburg-Entschenreuth ;48,7832;13,3146;456
4374;Bayern;Samerberg-Geisenkam ;47,7774;12,2102;687
4377;Bayern;Sandberg ;50,3517;10,0034;510
4387;Bayern;Sankt Englmar ;49,0029;12,8237;810
4413;Bayern;Schäftlarn-Kloster Schäftlarn ;47,9767;11,4693;557
4441;Bayern;Scheyern ;48,5025;11,4543;481
4493;Bayern;Schmidgaden ;49,4117;12,076;416
4494;Bayern;Schmidmühlen ;49,2806;11,914;453
4546;Bayern;Schönsee-Dietersdorf ;49,5272;12,5703;685
4548;Bayern;Selb/Oberfranken-Lauterbach ;50,2046;12,1435;609
4559;Bayern;Schorndorf-Knöbling ;49,1643;12,6175;399
4567;Bayern;Schrobenhausen ;48,5539;11,2847;414
4579;Bayern;Schwabmünchen ;48,2008;10,7293;538
4592;Bayern;Schwandorf ;49,3278;12,087;356
4599;Bayern;Wendelstein-Kleinschwarzenlohe ;49,3425;11,1077;331
4603;Bayern;Schwarzach/Main (Klärwerk) ;49,7975;10,2191;188
4617;Bayern;Obere Firstalm/Schlierseer Berge ;47,6699;11,8544;1369
4641;Bayern;Seeg (Kläranlage) ;47,6711;10,6271;802
4694;Bayern;Siegenburg (Kläranlage) ;48,7629;11,843;380
4704;Bayern;Sigmarszell-Zeisertsweiler ;47,5776;9,7404;507
4706;Bayern;Simbach/Inn ;48,2719;13,0273;360
4755;Bayern;Sonnen ;48,6819;13,7351;847
4760;Bayern;Sonthofen (Flussmeisterstelle) ;47,5219;10,2613;730
4801;Bayern;Stadelhofen ;50,007;11,2052;460
4816;Bayern;Stallwang ;49,0568;12,6395;390
4818;Bayern;Stammbach-Querenbach ;50,1531;11,7403;598
4827;Bayern;Grassau ;47,7941;12,486;540
4850;Bayern;Steingaden-Lauterbach ;47,7112;10,8758;782
4858;Bayern;Steinkirchen-Hofstarring ;48,3781;12,0939;485
4911;Bayern;Straubing ;48,8275;12,5598;350
4946;Bayern;Schweitenkirchen-Sünzhausen ;48,5151;11,6542;499
4958;Bayern;Sulzdorf an der Lederhecke ;50,2419;10,567;332
5000;Bayern;Teisendorf ;47,8527;12,8281;496
5002;Bayern;Teisnach ;49,0426;12,9942;400
5013;Bayern;Teublitz (Kläranlage) ;49,2222;12,0768;350
5017;Bayern;Teuschnitz ;50,4002;11,3889;633
5023;Bayern;Thalmässing ;49,0871;11,2236;417
5034;Bayern;Thurnau-Tannfeld ;49,9842;11,4008;513
5036;Bayern;Treffelstein-Witzelsmühle ;49,4038;12,6062;470
5046;Bayern;Tirschenreuth-Lodermühl ;49,8576;12,3542;500
5055;Bayern;Tittmoning ;48,0649;12,7645;382
5111;Bayern;Trostberg ;48,0311;12,5396;559
5123;Bayern;Tüßling ;48,208;12,6296;417
5149;Bayern;Gollhofen ;49,5741;10,1916;308
5161;Bayern;Untergriesbach-Glotzing ;48,5598;13,7494;575
5162;Bayern;Untergriesbach-Schaibing ;48,5996;13,6458;495
5169;Bayern;Kraftisried ;47,7674;10,4605;831
5171;Bayern;Unterwössen-Hinterwössen ;47,7105;12,4652;647
5187;Bayern;Utting-Achselschwang ;48,0347;11,0527;591
5227;Bayern;Vilgertshofen-Pflugdorf ;47,9688;10,9156;685
5230;Bayern;Vilsbiburg ;48,4527;12,3382;461
5262;Bayern;Waakirchen-Demmelberg ;47,7564;11,6928;815
5276;Bayern;Waging am See ;47,9237;12,7558;475
5285;Bayern;Waidhaus-Pfrentsch ;49,618;12,4895;499
5303;Bayern;Waldershof-Schafbruck ;49,936;12,0935;723
5374;Bayern;Wassertrüdingen (Kläranlage) ;49,034;10,6031;420
5397;Bayern;Weiden ;49,6663;12,1845;440
5401;Bayern;Weiding, Kreis Cham-Dalking ;49,2717;12,7451;425
5404;Bayern;Weihenstephan-Dürnast ;48,4025;11,6946;477
5405;Bayern;Weihenzell-Grüb ;49,3376;10,606;474
5440;Bayern;Weißenburg-Emetzheim ;49,0116;10,9308;439
5444;Bayern;Weißenhorn-Oberreichenbach ;48,3091;10,2048;500
5470;Bayern;Fahrenzhausen ;48,363;11,5636;458
5501;Bayern;Wertingen ;48,5701;10,6976;415
5538;Bayern;Wielenbach (Demollstr.) ;47,8827;11,1576;550
5548;Bayern;Wiesenfelden-Utzenzell ;49,0321;12,5504;680
5573;Bayern;Wilhelmsdorf/Mittelfranken ;49,5664;10,7404;358
5600;Bayern;Windsheim, Bad ;49,5141;10,4231;310
5705;Bayern;Würzburg ;49,7703;9,9577;268
5721;Bayern;Wurmannsquick-Egelsberg ;48,3569;12,7678;475
5793;Bayern;Zusmarshausen ;48,4217;10,5945;443
5800;Bayern;Zwiesel ;49,028;13,2385;615
5856;Bayern;Fürstenzell ;48,5451;13,3531;476
5941;Bayern;Reit im Winkl ;47,6754;12,4698;685
6158;Bayern;Weidenbach-Weiherschneidbach ;49,2247;10,6084;455
6161;Bayern;Osterhofen-Thundorf ;48,7576;13,0131;310
6169;Bayern;Steingaden-Riesen ;47,761;10,8601;761
6178;Bayern;Creußen-Unterschwarzach ;49,8572;11,6978;427
6182;Bayern;Mallersdorf-Pfaffenberg ;48,7757;12,1743;404
6190;Bayern;Berchtesgaden ;47,6392;13,0068;600
6191;Bayern;Kirchberg/Niederbayern -Zell ;48,9023;13,1442;683
6195;Bayern;Scheßlitz-Köttensdorf ;49,9561;11,019;304
6200;Bayern;Königsberg/Bayern-Holzhausen ;50,0786;10,4887;259
6201;Bayern;Simmershofen-Adelhofen ;49,5336;10,1549;337
6203;Bayern;Ramsau-Schwarzeck/Schmuck ;47,628;12,9015;1088
6215;Bayern;Lam-Lambach ;49,2154;13,0662;692
6216;Bayern;Trausnitz-Reisach ;49,5322;12,2799;465
6257;Bayern;Jachenau-Tannern ;47,6279;11,5166;720
6312;Bayern;Markt Erlbach-Mosbach ;49,5314;10,6418;362
6336;Bayern;Lohr/Main-Halsbach ;50,0132;9,654;285
6338;Bayern;Steben, Bad ;50,3618;11,6223;608
